date,region,ev_sales,charging_stations,ev_subsidy_inr,avg_range_km,Registered_Ev_count,Fuel_price_INR,Region_population,Region_Ev_buyers
2022-01,North,2649,188,48190,342,4984,116,5625334,1672
2024-11,North,4094,295,54933,355,8378,97,907078,3461
2019-07,North,1308,104,43454,307,2585,117,2298309,1116
2024-09,West,4519,548,67955,403,13307,84,3359303,3020
2023-09,West,3776,470,62228,379,7766,96,2664290,2914
2020-02,North,1522,125,45853,335,4581,106,1756857,2119
2022-04,North,2769,205,48398,332,7952,98,910414,3029
2023-07,South,3487,327,57933,375,10455,110,4928150,2390
2022-07,West,3073,387,59238,372,9503,94,2994305,2272
2025-05,South,4662,408,64072,378,13606,93,4274771,3962
2020-11,East,2052,227,48528,348,4223,92,5066617,1302
2025-01,North,4288,303,60396,369,12652,95,1715691,4502
2019-11,South,1575,141,44397,326,4333,89,3480983,1860
2019-09,East,1588,161,45220,318,3022,93,2830780,1385
2022-04,South,2806,259,53406,349,8232,107,4434459,3838
2018-04,West,727,83,46940,332,2476,108,3280689,1069
2021-11,North,2448,190,45494,338,7282,93,2613354,2163
2020-05,South,1859,162,47851,324,5384,98,5438587,1181
2020-11,South,2011,197,49006,337,4005,97,2971976,1082
2023-03,South,3416,300,54237,363,6526,106,2875003,3203
2020-07,East,1999,207,50962,338,3904,99,4950005,1189
2020-03,West,1872,225,52592,368,5325,89,3090153,1192
2025-12,West,5124,641,67957,415,10290,98,909241,2359
2022-12,North,3094,234,51530,347,9264,114,5396506,3651
2019-01,West,1235,139,48686,350,3637,104,1788097,1775
2020-12,South,2012,189,49462,343,6156,96,5815934,1982
2022-07,East,3058,338,57871,379,9189,112,4214785,2289
2021-11,North,2576,194,48204,322,7295,91,2591826,2146
2021-01,West,2260,281,56854,377,4477,106,1779176,1807
2022-12,West,3417,418,58908,394,6848,99,5624732,2465
2019-07,East,1474,154,48607,328,4082,95,3490805,1989
2019-11,West,1728,194,48164,334,4852,108,3075611,1673
2018-11,South,1031,103,39270,296,1988,106,5163115,994
2024-03,North,3766,279,57372,377,7454,108,2261837,1644
2024-01,West,3994,496,67397,402,8084,90,2351167,2884
2019-11,South,1445,149,42103,327,4435,90,3504327,1881
2025-04,East,4711,499,67286,391,9192,106,5975475,3660
2020-05,East,1794,195,48750,330,3584,105,4685175,1182
2018-08,East,964,91,42732,333,1693,90,3695925,780
2025-11,East,5057,536,64703,393,10000,90,4659215,2235
2019-05,South,1318,118,45627,314,2340,107,2705693,911
2021-11,East,2722,295,54669,364,7832,90,2262009,3109
2025-10,West,5201,627,67187,424,10191,103,1269454,4237
2020-10,North,1882,152,43732,313,3663,97,4558265,973
2023-02,North,3189,230,53152,364,6236,111,2640395,2519
2020-09,West,2142,266,55296,348,6399,110,5229131,2663
2025-12,South,4964,442,61683,392,9727,110,3600381,4848
2025-08,West,4991,608,69491,414,14998,103,4672614,3683
2025-08,East,4903,513,65961,410,9566,94,2871065,2271
2025-02,South,4364,391,64516,397,8921,102,4124127,3247
2020-08,West,2065,260,51957,362,6030,98,1081859,1693
2018-07,East,834,87,45235,313,1724,94,1203097,731
2021-07,West,2621,326,58799,374,5137,92,2900003,1540
2019-09,South,1461,138,42745,309,4368,98,4190762,1650
2019-03,South,1251,118,43263,323,3301,115,1279535,1771
2020-11,South,2098,198,45121,326,4175,97,2982732,1120
2022-05,East,2916,315,55270,366,8900,116,3192874,2211
2019-06,South,1310,123,46583,310,2537,111,1034720,595
2023-02,East,3491,374,60937,378,6827,95,4604021,2371
2023-06,East,3622,387,60270,382,10617,94,1656611,3941
2018-11,East,1099,108,43220,328,3081,90,1979611,1460
2021-08,South,2390,227,52975,334,4798,102,5760237,2044
2022-11,North,3028,230,52497,338,6049,100,5810564,2158
2020-01,North,1578,121,43815,333,3164,101,1215573,1429
2023-04,East,3415,373,61256,376,10275,92,5252302,3806
2022-11,East,3296,353,58970,362,9804,112,2474744,3766
2019-09,West,1635,195,51510,354,4707,92,3030747,1077
2025-06,East,4731,512,63782,398,14236,116,2725554,6298
2021-12,East,2744,291,52451,343,5394,90,5854413,1261
2024-11,East,4475,478,63554,398,8917,116,5139309,2369
2018-12,East,1051,110,45776,329,2176,102,3255692,928
2018-04,South,785,66,43038,307,1419,101,4153701,647
2024-03,East,4056,436,63146,407,11851,99,1475377,5698
2018-07,East,896,98,44229,316,1645,98,1195635,812
2025-02,South,4483,401,60808,393,8905,106,4122448,3333
2022-09,West,3285,402,60219,392,6603,101,2452985,2715
2018-11,South,1000,91,43073,322,2014,106,5162989,901
2020-09,West,2204,254,51092,362,6298,112,5211047,2598
2022-02,East,2760,309,55192,381,8516,86,3269075,2661
2025-07,South,4738,410,62469,389,9239,102,4027822,2172
2025-12,East,5066,536,67382,409,9955,103,3938682,2165
2018-12,East,1093,111,43443,307,2134,101,3253118,947
2019-10,North,1376,114,40838,306,4224,106,4716457,1270
2021-07,West,2657,316,57001,372,5072,88,2894576,1619
2022-02,East,2748,314,55487,354,8322,91,3267620,2666
2019-01,North,1117,90,40076,323,2008,96,4443344,809
2024-03,South,3932,351,59354,393,11664,105,4391528,2385
2024-03,West,4133,516,67211,399,8129,96,3542085,2654
2022-05,West,3099,378,59012,369,6246,112,3208882,2131
2020-03,West,1778,223,52637,349,5345,87,3108643,1283
2019-06,North,1151,104,43469,301,2317,104,3470860,972
2022-08,West,3275,394,59305,379,9518,103,1417533,2518
2025-04,North,4402,318,57347,394,12946,93,3523121,6137
2019-10,West,1584,196,52134,350,4845,89,2127881,2189
2023-01,North,3192,235,52691,359,9294,102,5575342,3262
2025-01,East,4537,475,67792,416,13554,97,5146319,3127
2018-05,West,849,92,47836,344,1724,84,5513712,494
2020-12,East,2275,232,52937,337,4330,95,2106245,2162
2024-04,North,3876,274,58075,380,11226,101,2920865,4383
2019-01,South,1118,109,42769,319,3227,106,4713425,1027
2018-11,East,1140,109,46254,320,3100,91,1957595,1417
2024-02,West,4094,511,66333,410,12286,109,1589813,5255
2021-01,South,2137,194,49510,347,6457,101,1625455,2717
2021-02,North,2005,165,49652,338,6068,87,1212049,1459
2020-04,West,1936,227,53463,363,5615,91,2274968,2213
2024-01,South,3809,348,60952,366,11291,104,4144606,3360
2025-01,South,4395,395,64432,400,12915,107,1743736,3881
2024-12,South,4234,388,60375,388,8700,106,1257073,3220
2025-12,East,5062,543,65872,414,10150,107,3917119,2209
2023-09,North,3539,256,53199,342,7017,107,3692346,2576
2022-07,West,3102,391,61702,369,9393,90,3002812,2266
2023-04,South,3292,301,57889,363,10012,106,2314539,2673
2024-08,West,4387,547,67812,404,8789,93,3846856,3564
2020-11,East,2192,233,52431,337,4132,87,5088816,1287
2018-05,West,874,85,46636,340,1622,87,5518318,436
2022-03,West,3025,373,59527,370,5761,98,4668864,1909
2019-01,East,1114,118,49819,345,2154,103,1951462,829
2025-03,South,4457,400,62995,381,13359,107,3148250,3143
2025-04,South,4517,406,64836,391,8899,105,3959409,2524
2025-10,South,4763,422,60063,396,9487,82,1091928,2052
2022-09,East,3074,336,57313,383,6276,114,1129291,1589
2021-02,East,2204,249,55543,356,6780,109,2243135,1423
2019-03,South,1125,115,43731,333,3329,113,1271208,1701
2023-04,East,3525,383,61693,384,10364,93,5239453,3672
2022-06,South,2821,262,51939,358,8708,91,5696587,4053
2023-07,West,3807,468,64278,394,7513,94,5326342,1672
2024-03,East,3951,435,63543,404,12096,101,1466736,5836
2022-12,North,3172,223,48030,332,9037,112,5423055,3527
2021-08,North,2329,184,48943,337,6987,106,5426751,1543
2021-02,South,2164,199,49280,337,4259,98,2472929,1595
2022-02,East,2869,300,56398,368,8357,91,3278765,2756
2021-06,North,2271,177,46784,323,6851,87,1995443,2414
2022-11,West,3294,414,58612,380,6592,116,5535146,1874
2022-05,South,2806,267,53770,354,8492,96,3322217,2401
2024-06,North,3864,288,54018,365,7662,108,1935608,2347
2022-08,South,3083,272,53509,371,6060,102,4420141,2192
2025-12,North,4778,328,60604,376,9347,98,2383246,3294
2020-05,West,1971,232,55704,359,5777,106,4068343,2291
2022-11,East,3285,359,54691,373,9754,107,2465831,3767
2021-02,North,2147,155,45665,347,6167,85,1219068,1343
2024-04,West,4292,522,66454,392,12614,104,2968560,2902
2021-05,South,2239,214,48730,334,4676,94,943664,1224
2020-09,South,2032,184,47927,323,5713,111,2108159,1548
2019-02,West,1265,139,48201,344,2578,89,3206354,1251
2022-09,South,3053,280,52515,355,5938,91,4600835,1865
2024-01,East,3911,429,64292,388,7899,106,4333296,2442
2020-10,West,2234,266,55070,343,6404,93,4588994,2185
2018-05,North,673,57,36975,293,2155,109,3131219,809
2021-09,West,2693,326,57380,362,7935,111,3430991,1594
2018-04,North,568,58,37763,288,1219,97,3609223,347
2021-09,South,2442,236,50278,346,7302,112,3462381,1599
2018-05,East,764,85,42864,325,1574,101,1041250,646
2024-03,South,3995,359,58265,388,11505,108,4401957,2268
2023-07,West,3849,463,64327,389,7336,89,5323699,1672
2023-11,North,3609,263,55119,348,10638,95,2779412,4351
2021-06,North,2257,172,45743,343,6638,89,1996886,2440
2024-10,North,4078,289,55451,372,12345,93,5009904,5589
2021-04,North,2155,171,45686,324,4229,105,4820528,1491
2021-11,North,2594,193,46545,330,7314,97,2602321,2014
2021-02,South,2214,208,52709,349,4281,100,2477193,1567
2020-07,West,1985,241,53080,357,5870,109,2586220,1929
2019-12,East,1585,179,46474,318,3240,111,2475270,1120
2018-04,West,923,93,46606,322,2291,102,3278781,1204
2025-01,West,4711,565,66654,402,13908,90,3503270,4148
2018-04,South,769,71,41539,305,1477,100,4158371,538
2025-08,North,4627,326,60834,379,13738,96,1382764,6069
2019-05,South,1292,118,43785,314,2625,109,2711415,933
2019-08,North,1314,104,40575,303,3985,93,4537628,1453
2018-03,East,684,78,42748,321,1318,108,2162567,368
2019-01,West,1278,146,51110,354,3618,106,1786298,1693
2021-04,West,2428,303,55565,358,7391,95,3467255,1490
2023-08,West,3861,467,63343,400,7468,89,4889440,3701
2019-08,East,1501,150,46644,329,4236,103,4208358,1024
2018-06,West,864,105,47304,346,2583,114,5728223,1177
2025-04,North,4378,317,59568,393,13016,90,3528872,6116
2025-11,East,5036,527,64141,409,10125,91,4686884,2250
2019-05,East,1237,148,46960,340,2484,92,1383710,1239
2023-02,South,3333,293,58982,361,9784,102,2433053,4208
2022-12,South,3200,285,53046,358,9379,88,4294317,2282
2021-07,West,2584,320,58840,360,5283,85,2889728,1530
2020-12,South,2163,197,47283,341,6305,96,5800830,2008
2020-09,West,2211,254,53424,342,6404,110,5223308,2543
2022-07,North,2881,219,48053,332,8546,106,4328576,2121
2021-07,West,2521,324,55429,383,5095,88,2892112,1528
2021-03,South,2140,207,48807,346,4453,110,1363347,1309
2018-07,North,793,74,40677,298,2179,85,3928255,1083
2021-12,South,2592,241,51574,356,5349,110,2309191,1660
2024-05,East,4176,443,62605,399,12359,88,4510295,2971
2024-03,West,4121,507,67697,390,8385,94,3535367,2592
2023-09,West,3835,477,63193,393,7669,98,2670205,2815
2025-12,West,5137,635,70683,405,10483,96,905105,2463
2020-06,East,1989,205,49013,349,3650,105,5035297,1111
2020-09,West,2206,253,51544,367,6360,112,5202521,2521
2023-03,North,3152,239,54433,370,9460,107,1786477,4390
2019-10,East,1564,161,46077,326,3198,92,2940042,1182
2024-12,North,4163,293,56216,378,12566,113,1566292,4316
2025-08,South,4739,417,60288,381,9511,98,5926414,2589
2021-02,North,2178,154,48854,329,6194,83,1217301,1345
2022-09,East,3101,342,55516,369,6296,108,1120254,1558
2024-12,South,4381,391,58592,377,8752,107,1248975,3245
2018-04,East,785,71,44769,319,1404,106,3455812,387
2021-07,West,2500,320,58232,358,5259,85,2901211,1605
2018-01,East,551,65,44903,328,1304,91,4789762,503
2021-04,South,2297,217,50082,330,6715,91,2464872,1547
2023-09,South,3668,334,57165,380,10610,87,4391990,5191
2024-03,West,4165,508,66285,401,8127,96,3535680,2693
2023-05,West,3580,454,64610,398,11013,93,5362438,3344
2022-11,North,3069,218,51573,352,6154,99,5798486,2071
2020-02,North,1482,120,45756,315,4532,106,1743675,2227
2018-07,East,878,86,44743,325,1696,93,1200422,748
2018-11,West,1225,125,46546,332,3381,97,1012767,1612
2025-03,North,4372,307,58346,369,13032,85,2734499,3497
2025-07,West,5023,613,67985,410,9889,113,3883522,4669
2022-08,South,3103,272,51829,347,6056,102,4423593,2099
2020-07,South,1970,180,47169,331,5455,112,2759327,2033
2023-09,South,3693,332,58516,381,10886,92,4406395,5123
2022-04,East,3010,321,55853,354,8746,91,1063836,3687
2019-05,North,1275,103,40756,316,2292,90,3175200,887
2020-05,West,1974,235,53224,371,5631,104,4048036,2313
2021-05,East,2349,258,55972,346,4670,83,5548637,2320
2021-06,West,2569,318,57001,373,7695,84,3386619,1811
2018-12,East,1042,111,44856,316,2217,99,3260160,870
2021-04,East,2431,250,53802,355,6889,99,2118029,2301
2018-03,North,625,61,37527,307,1633,98,2386245,773
2019-03,North,1195,86,39889,313,2262,99,1895233,1035
2018-01,North,455,50,38277,298,1176,93,1126404,567
2021-03,East,2388,249,51389,348,6887,85,1030583,2748
2022-11,West,3311,409,59685,367,6781,117,5523339,1893
2018-09,East,995,106,43925,332,3001,105,1533343,715
2018-02,North,500,47,40546,300,1680,88,1332119,487
2022-04,North,2734,208,50654,351,8137,96,901694,3002
2022-09,North,2942,211,48770,350,8707,95,1558394,1736
2019-11,East,1690,167,48884,319,3177,111,5678897,1528
2019-12,East,1734,180,45394,329,3370,112,2467574,1163
2018-08,North,837,65,40692,304,2351,101,3492757,489
2022-02,North,2536,191,50281,354,7789,111,2736620,2365
2022-03,East,2906,319,54250,366,5563,108,3318097,2608
2025-02,South,4409,401,60576,406,8832,105,4136889,3329
2020-12,West,2222,277,54325,363,4427,92,3317864,2035
2024-11,West,4576,557,63123,395,13540,113,5119523,4336
2023-04,East,3555,372,60824,373,10455,94,5239946,3823
2024-11,East,4427,475,63613,383,8820,109,5141786,2347
2018-03,West,811,80,48293,321,2154,99,1623925,878
2020-06,East,1820,203,52730,332,3746,102,5029857,1009
2025-07,West,4956,602,67241,403,9856,116,3871634,4575
2020-06,West,1984,247,55796,348,5733,98,5707163,2768
2025-01,West,4699,570,67513,403,13965,94,3504437,4213
2025-07,East,4791,515,63436,401,9603,94,4232059,3639
2023-03,East,3500,369,59805,385,10254,106,3642535,2354
2020-10,West,2151,263,54859,360,6582,86,4607958,2203
2024-11,East,4507,472,63680,392,8636,113,5119321,2268
2020-07,West,2008,253,54354,353,6091,113,2586244,1994
2022-09,South,3095,278,51145,365,6036,95,4619889,1767
2019-02,South,1172,104,43589,324,2375,103,3691482,739
2019-07,East,1350,146,45026,342,4225,97,3485983,1985
2020-10,South,1911,189,48465,318,5811,102,3840493,1165
2021-06,East,2525,267,52002,359,4858,89,4377417,1586
2021-04,West,2387,297,56952,354,7305,100,3482266,1544
2024-03,East,3976,426,63703,386,12070,100,1480937,5804
2025-09,East,4877,521,65531,395,9835,98,2015680,4833
2023-05,North,3332,235,54000,367,9752,82,3111365,3204
2023-09,East,3697,402,59926,388,11128,106,3956574,4249
2018-07,North,820,75,36935,311,2140,90,3934533,1047
2024-04,East,4152,436,63573,406,8015,89,1020732,3133
2023-07,North,3463,244,54241,355,6877,117,4759055,2722
2020-04,South,1647,171,48047,340,5207,112,961241,1805
2023-09,North,3415,259,55084,370,6793,108,3716109,2472
2023-08,West,3823,465,62914,404,7426,89,4894038,3651
2025-01,North,4280,304,60192,370,12706,99,1704640,4458
2020-12,South,2188,193,48925,329,6179,96,5818763,2074
2021-11,West,2689,349,54332,366,8159,110,4725350,3751
2021-09,East,2595,287,51617,362,7646,87,4384639,3701
2019-03,North,1172,85,42026,301,2123,105,1908751,985
2020-04,West,1802,225,55913,346,5755,90,2301093,2129
2025-06,South,4605,410,62573,390,9291,97,4538715,4498
2018-07,South,869,84,41517,309,1603,103,5972378,697
2021-10,North,2483,192,46346,318,7394,101,6006210,1961
2018-06,East,901,94,44132,307,2433,89,5381888,1102
2018-06,West,987,92,45320,318,2591,113,5732721,1114
2020-11,East,2203,235,50603,347,4207,90,5064732,1406
2024-06,South,4122,363,60213,385,8041,111,1405363,2303
2021-02,South,2236,206,52531,333,4463,100,2475828,1558
2020-08,South,1964,177,46913,343,5717,92,4712024,2345
2024-11,West,4617,562,66667,408,13411,113,5105234,4393
2022-10,North,3061,223,52174,347,5845,108,3203876,1442
2025-01,North,4159,304,61404,377,12576,98,1690742,4438
2021-04,North,2143,174,48550,318,4399,99,4834515,1635
2024-04,East,4049,435,63113,406,8185,86,1038607,3176
2021-12,North,2498,195,47399,328,7416,111,5702391,2186
2020-08,North,1750,150,44185,335,3724,98,1382554,1074
2022-08,South,3093,282,52461,363,5920,101,4434260,2141
2020-10,South,1973,183,47428,330,5950,100,3837919,1157
2024-06,South,3989,365,61536,390,7994,113,1382528,2200
2018-03,North,720,58,38438,298,1702,97,2398937,887
2020-02,South,1596,151,46402,318,4919,107,1643396,1408
2019-09,East,1602,166,46818,329,2988,90,2848916,1415
2021-06,South,2418,224,50853,332,4828,95,2739269,1228
2022-05,West,3111,383,59410,369,6058,110,3214542,2152
2021-08,North,2442,180,46725,329,6858,109,5433058,1443
2018-01,West,752,62,48036,327,2059,95,1479195,780
2018-09,South,889,85,41208,322,1876,95,2591696,512
2023-01,East,3262,363,61971,388,9913,108,5825723,4119
2020-05,North,1771,130,44778,331,4913,105,1992584,1734
2019-10,East,1622,167,49873,321,3104,97,2937022,1190
2022-05,West,3018,377,57878,372,6217,110,3222581,2232
2024-12,North,4265,292,54212,356,12636,118,1564325,4430
2018-06,East,894,94,43196,314,2475,92,5389193,1066
2021-06,East,2481,274,53711,344,4880,93,4366787,1570
2023-08,West,3760,464,62639,394,7661,90,4874428,3651
2022-01,East,2764,309,55426,379,5535,90,4497210,1958
2023-03,North,3193,238,52823,353,9510,107,1779048,4270
2019-11,North,1479,123,42700,311,4373,92,5473523,1901
2024-01,North,3588,266,55370,358,7310,110,5197537,2596
2018-10,West,1057,126,47042,322,2037,108,4095745,585
2020-03,West,1776,218,54803,349,5361,87,3106994,1257
2019-11,South,1493,141,44163,309,4585,84,3488191,1888
2018-11,West,1054,134,45324,323,3274,97,1015067,1708
2020-06,East,1951,214,48131,336,3811,100,5027975,970
2025-10,South,4812,435,60244,379,9571,83,1086374,2134
2023-08,South,3651,326,54049,372,6982,89,2149145,3554
2021-11,East,2678,288,54973,369,8083,91,2264093,3031
2019-05,North,1276,100,40957,297,2212,92,3189161,910
2021-10,East,2739,293,53959,342,5255,87,3186946,1472
2021-12,West,2882,347,58405,363,8441,108,2099671,1897
2020-02,East,1712,192,48071,345,4964,87,956505,1479
2022-04,West,2961,367,59018,388,5928,87,3118266,2306
2020-01,West,1859,211,51200,347,3618,114,5941907,1694
2022-09,South,2954,278,53499,349,6101,92,4610255,1906
2021-09,South,2568,225,50809,359,7276,113,3459344,1611
2020-03,South,1777,156,46545,331,4886,99,5177194,2375
2021-07,West,2666,314,54758,377,5137,87,2886538,1561
2020-05,North,1651,129,43475,335,5104,103,1981754,1737
2019-09,West,1491,192,50550,338,4796,97,3031352,1047
2019-10,East,1623,170,49570,318,3114,91,2926799,1168
2021-01,East,2328,240,53691,352,6653,88,1357706,1795
2019-11,North,1467,119,42304,316,4271,92,5461321,1925
2018-06,North,799,67,39211,284,2074,113,5847137,901
2019-01,West,1136,133,48002,347,3604,104,1773575,1791
2025-12,West,5243,643,68951,415,10514,100,897316,2411
2023-05,North,3310,246,51442,366,9804,89,3116288,3194
2025-02,East,4491,486,65386,399,9040,103,5646230,3169
2025-08,South,4740,424,60896,386,9393,97,5921069,2478
2019-01,South,1029,109,44850,309,3151,106,4721483,926
2020-04,West,1984,234,51401,351,5714,90,2278758,2122
2019-07,East,1426,158,47184,319,4141,99,3479584,2089
2018-11,South,1023,95,40116,300,2047,108,5171004,961
2023-08,South,3480,322,56938,364,7094,88,2164052,3548
2020-01,West,1796,211,51925,354,3560,110,5964158,1649
2025-07,North,4449,323,61108,376,13498,109,2221109,6169
2021-09,South,2483,230,48413,342,7269,110,3474293,1651
2020-03,East,1784,186,48439,332,3655,107,946631,1580
2025-09,South,4769,431,63704,383,9355,104,5978126,3452
2021-09,North,2444,181,48975,340,7127,86,1488849,2349
2020-09,West,2063,259,52707,343,6356,107,5219303,2679
2022-02,North,2530,196,52886,357,7882,111,2730208,2295
2018-02,North,658,58,38389,302,1612,91,1343893,492
2023-02,North,3182,229,52378,344,6343,107,2629566,2473
2022-04,West,3010,367,58611,370,5983,91,3116136,2341
2019-10,North,1316,117,41486,321,4116,100,4722510,1255
2024-06,South,3967,361,59556,376,7924,108,1390029,2232
2023-10,North,3497,260,53746,353,6884,88,3422197,1832
2019-10,South,1421,144,44879,330,2774,106,2741273,1039
2022-07,North,2934,213,52691,334,8470,108,4325386,2018
2023-12,South,3776,340,54515,376,7571,107,1933398,3015
2025-08,South,4719,426,63729,382,9476,98,5919351,2532
2018-11,West,1077,133,45994,334,3152,98,1012834,1600
2022-01,East,2785,303,54739,381,5588,89,4498704,1808
2018-10,South,917,93,43109,300,1853,104,5916060,635
2022-08,West,3222,405,59517,376,9649,97,1423667,2542
2019-04,East,1335,140,47948,335,2617,99,1446524,794
2023-06,South,3435,309,58206,362,6998,106,4484996,2110
2018-02,South,556,66,40646,296,1910,99,1356872,674
2019-10,South,1466,143,45231,325,2960,107,2741587,1051
2019-05,North,1199,98,43664,318,2360,96,3171979,979
2025-12,North,4743,334,61909,378,9345,102,2392135,3181
2019-01,North,990,83,41646,312,1977,96,4431533,858
2024-11,South,4373,386,59899,382,8539,103,961742,3150
2025-08,North,4666,323,60372,388,13660,98,1379573,5945
2023-03,South,3302,301,56377,368,6501,106,2880102,3288
2018-08,South,961,85,42656,313,2648,90,2442230,1253
2021-11,East,2626,290,55868,344,8076,94,2252617,3060
2024-12,West,4505,561,63784,403,9132,96,1622161,2433
2019-05,South,1356,119,42576,322,2523,112,2716795,1000
2024-08,North,4056,292,56931,383,7904,115,4592254,3068
2021-09,North,2406,188,49482,318,6976,91,1478613,2215
2024-10,East,4293,461,62147,389,8549,91,1529640,3462
2022-03,North,2752,194,50180,332,5351,111,2023909,2085
2022-01,East,2800,299,54472,360,5508,89,4501802,1808
2024-12,South,4261,385,57011,372,8610,106,1263948,3199
2022-07,South,2954,269,52789,356,5727,91,4046682,2768
2024-07,West,4413,536,67521,408,8540,89,5684984,1847
2023-07,South,3599,316,56929,357,10531,106,4943024,2334
2018-10,East,1117,101,43252,322,2154,89,1135208,875
2019-02,North,1158,94,40909,300,3081,108,2391928,1005
2024-04,North,3917,279,57444,368,11321,106,2918248,4403
2025-12,East,5147,541,66479,414,10134,105,3926420,2143
2020-02,South,1705,150,46652,344,4909,103,1617301,1480
2018-04,East,710,79,42198,320,1511,105,3461291,335
2023-04,East,3448,373,58808,369,10401,87,5248896,3761
2025-08,South,4735,421,63066,396,9408,93,5938336,2594
2025-02,North,4192,308,57727,384,12711,87,4097241,6071
2020-05,North,1624,140,45339,329,5142,107,1983400,1776
2020-06,South,1739,175,49372,334,3742,111,1068881,1262
2022-01,North,2512,191,52151,347,5245,110,5633857,1776
2019-01,South,1153,101,46937,330,3214,101,4705921,1090
2023-09,North,3444,257,53457,343,7063,112,3699709,2582
2024-10,West,4527,560,67355,395,13493,104,5808617,5033
2024-01,West,4112,496,63996,405,8078,91,2364884,2943
2020-05,South,1748,163,46311,332,5360,98,5436808,1225
2023-11,West,3899,487,60109,391,11687,102,1302036,5227
2025-03,North,4371,314,60838,386,12878,83,2731794,3489
2020-06,South,1848,167,45150,322,3506,108,1072936,1285
2024-01,South,3843,344,59200,374,11311,109,4142375,3344
2021-10,West,2696,342,54754,377,8136,108,1443963,3889
2020-07,North,1853,141,42572,313,5265,112,3103158,1694
2022-12,North,3124,228,50308,355,9151,114,5413021,3526
2018-04,South,793,66,40897,305,1323,99,4163528,662
2020-06,North,1774,131,43024,324,3486,88,5933034,809
2024-12,South,4332,395,59190,393,8572,110,1269137,3240
2021-12,North,2450,198,46061,335,7666,111,5719994,2113
2018-12,North,1026,86,38612,298,1862,95,941390,631
2023-02,West,3584,428,64001,406,6832,94,2662203,3445
2022-06,East,2950,329,56031,372,9100,85,1143450,3183
2022-11,East,3200,350,57327,365,9738,108,2476850,3632
2021-02,East,2231,248,51665,353,6659,112,2250301,1433
2018-05,South,796,66,41142,303,2227,102,5743586,783
2023-03,West,3496,445,62516,396,10705,84,5514635,4419
2024-12,East,4402,470,64975,405,8864,94,3603605,2853
2020-11,North,2064,159,45498,311,5769,99,4542283,1766
2025-07,East,4714,513,64489,410,9567,90,4235986,3611
2021-03,East,2282,255,55085,343,6859,84,1023840,2747
2020-07,East,1978,206,50492,337,3978,98,4963632,1212
2021-12,South,2643,244,48438,359,5319,113,2295130,1567
2021-04,South,2369,215,52179,336,6873,94,2482437,1492
2019-07,East,1497,148,47556,325,4268,98,3465664,2004
2020-11,South,2040,188,48917,321,4135,95,2977495,1087
2021-03,West,2329,298,58755,364,4800,96,3198359,1817
2025-08,East,4881,513,67967,404,9677,97,2874788,2273
2024-06,North,3883,286,54321,376,7632,106,1950779,2443
2024-04,South,3962,350,61466,383,7911,90,5777482,2866
2023-08,West,3880,468,62088,399,7435,90,4890028,3792
2023-10,South,3579,337,55673,383,10749,95,1220182,2968
2025-07,West,4856,605,66101,417,9984,117,3885504,4707
2021-10,West,2679,345,56100,367,8083,109,1450033,3942
2025-03,North,4329,314,58604,394,12795,82,2738172,3519
2025-04,North,4435,311,59624,375,13106,94,3536502,6199
2021-08,South,2539,228,48448,341,4857,98,5770787,2088
2021-07,West,2514,325,56241,377,5174,90,2879480,1534
2019-05,South,1187,115,42459,306,2389,110,2712804,1010
2019-12,South,1520,146,46411,325,2967,90,2708975,1418
2019-01,East,1092,117,45693,337,2124,102,1942553,847
2020-12,West,2171,285,54784,354,4375,90,3312318,2038
2021-08,East,2470,277,55255,343,7667,110,5033637,2700
2022-01,South,2632,241,53633,358,7876,110,5157099,2507
2023-08,North,3349,252,52081,363,6924,87,1854461,2021
2019-10,South,1423,134,42480,325,2922,105,2737027,1137
2018-05,North,754,55,40035,291,2094,109,3145889,848
2024-02,North,3825,270,58414,365,7374,115,3843643,1520
2020-02,North,1584,118,44701,335,4669,110,1739817,2192
2022-07,South,3042,267,55425,345,5793,89,4043411,2688
2025-06,East,4757,514,65723,398,14108,110,2728055,6335
2022-09,East,3087,345,57419,376,6302,111,1132429,1472
2022-05,North,2700,213,49357,346,8273,109,1338342,1601
2022-01,East,2713,295,54995,374,5486,91,4515106,1819
2018-03,North,545,57,38640,308,1644,100,2375835,811
2021-05,East,2470,260,54376,364,4682,82,5543364,2321
2018-07,South,873,76,41794,296,1545,101,5986923,662
2020-11,East,2149,229,51594,334,4114,92,5061201,1275
2019-12,East,1653,181,45259,337,3259,110,2462440,1222
2025-03,North,4348,308,59698,388,12927,88,2754899,3581
2023-08,North,3512,248,55152,353,6947,88,1847558,2074
2022-04,North,2786,202,50128,340,7949,101,920574,3038
2023-08,East,3779,403,61751,389,7349,90,5832333,2169
2020-04,South,1741,165,48034,346,5037,113,951515,1832
2020-12,East,2174,239,51921,333,4352,95,2126479,2067
2023-01,North,3113,237,55548,359,9171,101,5562647,3182
2021-12,East,2654,291,54084,355,5463,90,5840789,1349
2018-11,East,1165,105,43271,324,3176,90,1963280,1529
2025-01,South,4424,396,60506,385,12938,111,1738254,3960
2018-08,South,938,87,41950,310,2459,90,2429869,1136
2023-05,South,3437,306,57585,364,6945,99,3963465,3160
2024-05,East,4184,442,63059,399,12264,91,4518287,3023
2018-04,West,781,85,47067,332,2457,106,3291295,1114
2020-12,East,2190,239,49025,339,4418,97,2120781,2156
